time,flux,flux_err
59087.8756786985,-4.175632444922829,0.1638294431078723
59088.1256786985,-0.034579038995035685,0.12367466853158955
59088.3756786985,-1.1009162013551195,0.19543815165229372
59088.6256786985,-3.8211482257883875,0.21192933896105068
59088.8756786985,-8.187915346755668,0.07317566953365126
59089.1256786985,-4.837803270712736,0.09379119154358592
59089.3756786985,-2.3080827069963767,0.2047499114632924
59089.6256786985,-2.907237226759885,0.11342145568653429
59089.8756786985,-3.5123205804740314,0.12167897955576117
59090.1256786985,-2.0692501398535756,0.09366072486905833
59090.3756786985,-2.4663774776446146,0.205534519834964
59090.6256786985,-5.5758113134632445,0.0668333248910492
59090.8756786985,-3.2021641814016975,0.0886055310121195
59091.1256786985,-5.908126064751799,0.07342428539675033
59091.3756786985,-2.2210606511806428,0.1956931760072322
59091.6256786985,-4.748023074673356,0.08924050889998957
59091.8756786985,-2.883856919938877,0.09167392087720948
59092.1256786985,-1.6443798753904848,0.2651439864442208
59092.3756786985,-3.03286813182287,0.20904319924175402
59092.6256786985,-1.1671599289867172,0.03188104061902371
59092.8756786985,-1.8412220708364537,0.11105998911218819
59093.1256786985,-1.7320853789697843,0.1201858952886433
59093.3756786985,-3.7090077637472625,0.17148712279376696
59093.6256786985,-3.375253865172125,0.03340955057081211
59093.8756786985,0.7589309020359437,0.09180528244366985
59094.1256786985,-0.9290669577142675,0.11813611757348216
59094.3756786985,-1.34741907050408,3.8967620273937815e-06
59094.6256786985,-3.078035566419083,0.13670213826583233
59094.8756786985,-1.6513361083385525,1.0052179936530532e-05
59095.1256786985,-2.2114974113593466,0.041399956512039954
59095.3756786985,-2.160862148046325,0.08016628990393694
59095.6256786985,-1.0605032663537912,0.11641099393874642
59095.8756786985,-2.5918841709264266,0.12298671675653694
59096.1256786985,-2.316208607968263,0.08101744327087568
59096.3756786985,-2.6466171598252366,0.06627046161700176
59096.6256786985,-1.8273071845220106,0.12591196511442423
59096.8756786985,-2.039308762166185,0.2128701421357586
59097.1256786985,0.6862470844112419,0.05556485500762984
59097.3756786985,-1.5875975252302506,0.10656543189574604
59097.6256786985,-3.680236892730465,0.1617822985945373
59097.8756786985,-1.870697427823895,0.13438492125278872
59098.1256786985,-4.305259118088912,0.03399044937886825
59098.3756786985,2.0120761239920117,0.04700812563374312
59098.6256786985,-0.4320490796990229,0.12059130585592594
59098.8756786985,2.2794959504885672,0.08583514349066644
59099.1256786985,-1.264532484060021,0.04497320386933879
59099.3756786985,-12.14011685328804,2.3332779712446256e-06
59099.6256786985,12.266284501195177,0.1057993527309928
59099.8756786985,5.033805152633618,0.0826013362836557
59100.1256786985,3.489246769847911,0.11151252279906342
59100.3756786985,1.644306937047076,0.06770842638836326
59100.6256786985,2.091591703327985,0.08484403115715451
59100.8756786985,-3.469627430894833,0.15163125748515302
59101.8756786985,-0.5060482987764334,0.11091561126227588
59102.1256786985,-1.8176086270547702,0.24501004382805963
59102.3756786985,-1.231667738914608,0.08061429246342397
59102.6256786985,2.188420058201885,0.058632667774017086
59102.8756786985,0.15046257922760492,0.18412662222808351
59103.1256786985,2.7959360117442924,0.04582954507813912
59103.3756786985,-1.4629868203990786,0.11013149977534316
59103.6256786985,-0.07008364832884727,0.07856021340137746
59103.8756786985,-1.4734006017591779,0.11983139786317938
59104.1256786985,1.0483327910400468,0.07210086212186069
59104.3756786985,0.6298113863988135,0.12453931495983832
59104.6256786985,3.4951759369118314,0.07098947845289702
59104.8756786985,5.416387148983465,0.10677691705350266
59105.1256786985,4.829669541575786,0.01997877935771155
59105.3756786985,7.396606314145156,0.1213731724081857
59105.6256786985,10.643661857208292,0.12022834841931625
59105.8756786985,10.895254150984522,0.10806173060289637
59106.1256786985,12.889240182977113,0.1734243810295994
59106.3756786985,15.642124767268605,0.05149087627965117
59106.6256786985,17.24032960791125,0.1902025960781178
59106.8756786985,23.352430623368416,0.029427654134996244
59107.1256786985,24.6818874460094,0.043402219451708676
59107.3756786985,26.980107752581844,0.055018585661356464
59107.6256786985,28.958606916239177,0.0719740788975794
59107.8756786985,35.69699911868528,4.5987156084579005e-06
59108.1256786985,27.683679433981307,0.09643988471303976
59108.3756786985,32.837967753555226,0.10057335990036109
59108.6256786985,34.60028013818411,0.10816273408829156
59108.8756786985,37.1388088987997,0.10047938054163984
59109.1256786985,41.547480093954874,0.027723293607559454
59109.3756786985,44.97420716207869,0.09619951537085031
59109.6256786985,45.48673033197546,0.0532833927423212
59109.8756786985,48.04604166287351,0.07688004826291883
59110.1256786985,49.50465196129414,0.1098986432232297
59110.3756786985,55.01255038420922,0.09423904565932921
59110.6256786985,58.8499884554579,0.07321425286696778
59110.8756786985,61.49291672543295,0.07829166066102822
59111.1256786985,61.55084658583988,0.0813556206253999
59111.3756786985,66.44804970404844,0.06353422882405918
59111.6256786985,69.73390667339835,0.08981305657353884
59111.8756786985,75.008675039843,0.030033183337117596
59112.1256786985,75.2744042406753,0.13171419650390126
59112.3756786985,72.83156769991301,0.07797896394447829
59112.6256786985,82.95358959385975,0.097827978805535
59112.8756786985,83.25740661436885,0.059975873034928934
59113.1256786985,89.93545075903256,0.07619757407053476
59113.3756786985,90.42074667760075,0.09351712187088639
59113.6256786985,91.50985821959141,0.09681918247641526
59113.8756786985,101.05074082071803,0.1403078289707595
