time,x0,flux,comp1,comp2,model,first_component_residual
58145.22128286756,0.0,325.54443359375,545.52496,-51.232166,494.29279399999996,-219.98052640624996
58145.47354317426,0.2522603066972806,505.568115234375,621.5918598449559,-2.0658358791195184,619.5260239658364,-116.02374461058093
58145.68216233365,0.46087946608895436,691.904052734375,696.1680066733312,36.01918967705695,732.1871963503881,-4.263953938956206
58145.951442910315,0.7301600427526864,855.119873046875,808.0472087732912,78.43994466061014,886.4871534339013,47.07266427358377
58146.29614370172,1.074860834160063,1110.785888671875,976.9468558774672,116.54165806357324,1093.4885139410405,133.83903279440779
58146.38865918548,1.1673763179205707,1166.8028564453125,1027.1874887802524,123.02101436720773,1150.20850314746,139.61536766506015
58146.69467511752,1.473392249958124,1331.0885009765625,1208.1708458891153,131.90405814306664,1340.0749040321818,122.9176550874472
58147.02269777253,1.8014149049704429,1514.9343872070312,1427.410357767691,119.54046939296572,1546.9508271606567,87.52402943934021
58147.28674627254,2.0654634049788,1685.0357055664062,1622.8650192854957,94.09399722554099,1716.9590165110367,62.17068628091056
58147.374837118565,2.153554251002788,1743.9727172851562,1691.8365668353201,82.87602620635252,1774.7125930416726,52.13615044983612
58147.74702720102,2.5257443334558047,2004.62353515625,2004.0372116963827,23.547256280123882,2027.5844679765066,0.5863234598673444
58148.01295568519,2.791672817627841,2219.4521484375,2247.698036869665,-26.749357067476918,2220.948679802188,-28.245888432164975
58148.22354317426,3.0022603066972806,2467.19287109375,2452.830455805124,-68.20525319408898,2384.625202611035,14.362415288625925
58148.72354317426,3.5022603066972806,2841.968017578125,2982.997981547882,-159.356643728588,2823.6413378192938,-141.02996396975686
58149.00153575192,3.7802528843603795,3109.066650390625,3304.011203344229,-198.1614876216525,3105.8497157225765,-194.94455295360422
58149.22354317426,4.002260306697281,3384.400146484375,3573.8470622906398,-219.8865349872985,3353.960527303341,-189.44691580626477
58149.47354317426,4.252260306697281,3685.0400390625,3892.0271857870184,-232.81570739266348,3659.211478394355,-206.98714672451842
58149.70643597913,4.48515311157098,3985.52587890625,4202.083401056118,-233.08596962193968,3968.997431434179,-216.55752214986842
58149.97354317426,4.752260306697281,4363.9609375,4573.898599029776,-219.40867867273906,4354.489920357037,-209.93766152977605
58150.22354317426,5.002260306697281,4728.283630371094,4937.589888776155,-194.03913960191232,4743.550749174243,-209.30625840506127
58150.49338731669,5.272104449126346,5198.678894042969,5347.17418599636,-155.1729144590567,5192.001271537304,-148.49529195339164
58150.72354317426,5.502260306697281,5587.85986328125,5710.483634518913,-114.9819900414963,5595.501644477417,-122.62377123766328
58150.97354317426,5.752260306697281,6049.6630859375,6119.686090515292,-66.99449015885044,6052.691600356441,-70.02300457779165
58151.11613986881,5.894857001250784,6291.569091796875,6359.884030915419,-38.885754430127896,6320.998276485291,-68.31493911854432
58151.44503992708,6.223757059517084,6890.6954345703125,6932.722320004794,23.752794700263642,6956.475114705057,-42.0268854344813
58151.72354317426,6.502260306697281,7789.9128586125635,7438.315791004429,69.79275154558113,7508.1085425500105,351.59706760813424
58152.29416771873,7.072884851164417,8659.49560546875,8533.029327542003,126.92771182693684,8659.95703936894,126.46627792674735
58152.4433796936,7.222096826037159,8943.22509765625,8832.32014432796,131.43483985189593,8963.754984179855,110.9049533282905
58152.70951835939,7.4882354918299825,9534.3857421875,9379.559227494421,127.78052113679132,9507.339748631213,154.82651469307893
58152.97354317426,7.752260306697281,10093.6259765625,9939.439733486324,109.71031531387217,10049.150048800197,154.18624307617574
58153.16660841463,7.945325547065295,10451.30908203125,10359.55626836934,88.18576666150264,10447.742035030844,91.75281366190939
58153.47354317426,8.25226030669728,11128.908203125,11046.082031729082,42.065494753261895,11088.147526482344,82.82617139591821
